,Ordinal Tag,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
1832,Array_2,6,3,7,1,1,2,6,2,4,0,2,4,3,5,4,4,2,1,5,4,1,5,2,1,3,2,7,3,1,6,4,5,1,2,7,2,2,0,3,1,1,4,5,8,0,4,3,13,4,3,2,3,10,4,4,6,0,5,4,5,7,8,2,12,10,5,3,1,7,4,9,4,8,9,2,9,3,12,7,13,6,4,1,6,1,2,7,1,7,5,2,3,1,0,0,1,2,3,11,4
1833,Array_2,1,6,0,2,1,3,2,4,3,3,3,2,3,2,6,2,5,1,6,0,6,4,2,2,4,2,5,2,4,4,3,3,3,2,3,7,1,1,1,4,2,3,7,0,0,5,2,6,1,3,2,3,11,12,7,9,0,4,0,0,13,10,0,13,8,2,1,1,9,5,6,10,4,7,0,6,5,9,3,5,4,9,4,14,0,1,10,2,10,12,4,5,1,0,6,1,0,6,14,3
1834,Array_2,4,2,0,2,1,1,5,2,1,1,2,3,4,3,5,2,4,3,3,1,4,6,2,0,4,4,4,1,8,2,6,0,3,4,2,2,2,2,1,3,5,3,1,4,0,6,2,13,2,6,2,5,9,7,5,11,0,3,3,3,7,14,0,12,11,3,4,1,4,8,4,8,4,2,0,6,2,15,4,11,5,3,1,5,1,4,12,1,14,8,6,6,4,1,2,10,2,2,10,5
1835,Array_2,1,4,1,1,5,0,4,3,2,3,2,5,5,5,8,0,2,0,2,4,2,3,3,0,3,3,4,2,1,9,2,3,3,0,3,1,0,2,2,2,2,6,4,3,0,0,2,9,0,1,3,1,7,7,14,7,1,4,5,1,12,11,1,10,12,3,5,0,9,2,10,8,5,5,0,6,2,16,5,10,8,7,3,4,0,2,9,4,3,8,3,5,3,0,4,6,0,6,10,8
1836,Array_2,6,3,1,1,2,3,4,3,4,1,2,6,4,4,9,2,0,3,1,3,4,6,1,3,5,3,8,4,4,4,4,5,1,4,2,7,0,1,4,4,1,4,1,2,0,2,2,18,3,1,5,4,18,6,11,7,2,1,4,6,5,9,0,13,7,3,3,1,5,3,9,15,1,9,2,7,4,6,6,4,13,4,3,2,0,5,7,3,6,8,2,3,2,1,4,9,0,5,15,6
1837,Array_2,6,11,1,0,3,3,2,4,2,3,1,3,2,3,5,3,2,2,2,4,3,3,2,4,5,2,0,1,2,5,3,2,1,2,4,5,3,3,4,3,1,2,4,2,0,5,3,10,2,3,2,2,8,11,9,10,2,4,3,4,14,19,1,5,13,5,4,0,3,6,11,10,3,7,2,6,4,13,5,9,11,2,1,4,0,2,9,3,12,5,0,2,1,0,4,5,4,3,3,4
1838,Array_2,3,4,3,1,0,1,3,5,4,2,3,8,4,4,4,2,1,1,2,6,2,5,2,4,5,2,2,1,4,2,0,3,8,2,3,0,3,2,2,7,1,4,3,5,2,0,5,4,4,1,0,2,3,6,9,6,0,2,3,5,4,14,0,12,6,0,5,0,7,10,8,11,7,5,0,7,5,14,4,6,5,1,0,8,1,3,11,2,9,6,4,7,1,0,4,4,6,6,8,2
1839,Array_2,3,6,0,1,3,2,0,2,4,2,3,1,1,5,4,1,7,1,6,6,3,5,2,2,5,2,3,5,4,1,4,0,4,3,4,6,0,0,2,5,5,2,2,3,0,4,2,16,2,6,4,3,10,7,12,7,0,3,2,4,6,10,1,10,14,3,5,1,3,9,10,5,2,6,0,5,0,13,4,9,6,6,5,4,0,1,9,4,7,4,2,4,4,0,6,2,3,2,17,1
1840,Array_2,3,8,1,2,2,1,4,2,2,2,2,1,5,0,10,2,8,2,2,6,4,3,1,3,5,2,4,1,2,9,3,3,4,2,2,3,1,3,3,3,6,2,4,6,0,0,3,10,0,2,1,4,7,5,12,9,0,3,3,7,6,13,0,10,8,3,4,1,9,7,5,3,3,6,1,4,3,12,8,6,9,6,4,7,1,5,4,7,9,6,2,4,1,0,2,3,3,6,7,5
1841,Array_2,3,7,2,3,5,4,7,3,1,2,2,6,3,2,2,1,3,1,4,3,6,8,5,4,6,2,3,1,4,2,3,1,4,3,4,1,0,1,1,5,0,4,4,2,0,3,4,18,2,2,2,2,11,5,10,10,1,5,4,3,8,8,0,16,6,3,7,0,6,8,6,9,4,5,1,6,3,14,7,5,7,9,2,8,0,5,11,4,8,7,2,4,3,0,6,5,3,3,12,2
1842,Array_2,1,4,0,0,3,0,3,5,2,3,3,2,3,4,5,2,6,0,2,6,2,5,3,0,7,2,3,2,5,3,7,2,4,1,4,4,2,2,2,1,7,3,6,7,0,4,3,7,0,1,1,2,9,15,12,10,0,4,3,1,13,6,0,14,17,3,5,0,5,5,8,8,7,6,2,8,6,11,7,5,10,6,2,9,0,3,7,7,5,7,5,8,5,1,3,3,3,3,14,5
1843,Array_2,3,4,3,1,2,2,6,0,2,1,5,4,7,2,2,4,3,1,1,5,7,1,8,3,3,2,6,4,4,3,3,1,1,5,0,4,2,3,3,2,1,5,2,6,1,1,4,6,3,1,2,1,11,8,10,4,0,4,0,1,6,9,0,13,16,5,7,1,8,4,6,7,3,11,2,7,2,20,3,8,8,1,2,7,0,7,8,1,16,7,0,7,1,0,1,5,1,5,14,6
1844,Array_2,1,6,4,1,2,4,9,1,4,3,1,4,5,2,9,1,4,1,2,3,1,6,2,2,2,2,6,2,5,4,4,2,0,2,5,1,0,3,4,6,3,1,8,4,0,1,4,12,1,1,1,2,14,9,10,8,1,3,1,3,13,18,1,12,13,5,1,1,4,3,8,11,6,5,1,9,5,9,3,5,6,2,6,9,2,8,6,3,8,6,3,4,1,0,3,2,3,2,10,6
1845,Array_2,5,3,1,1,0,2,5,1,2,3,4,4,5,3,4,2,1,2,1,1,0,5,4,2,5,4,4,2,3,3,7,1,2,2,5,3,1,2,1,3,6,3,5,5,0,3,4,10,2,2,4,0,7,11,14,10,0,3,3,3,11,7,0,12,10,1,8,0,2,5,5,7,7,7,2,7,1,17,2,7,5,6,1,8,0,2,13,5,7,10,6,1,2,3,4,6,1,5,15,1
1846,Array_2,1,2,2,3,1,2,5,5,2,3,0,6,7,2,4,1,5,0,1,3,3,5,3,3,4,3,3,4,5,4,5,3,0,3,2,3,3,4,2,6,3,2,0,3,1,1,4,11,1,0,1,4,8,8,10,10,1,3,1,4,10,7,0,11,10,3,5,0,5,9,6,8,8,6,2,4,4,13,6,6,6,9,4,11,0,5,11,4,7,5,3,4,1,0,6,5,5,3,14,3
1847,Array_2,3,5,2,0,3,3,2,2,0,2,2,2,0,3,4,4,3,1,4,4,2,6,1,3,1,4,4,0,2,3,5,1,2,3,1,3,1,3,2,4,0,1,4,3,0,1,6,12,0,3,2,1,7,8,10,10,1,4,1,5,13,12,1,6,10,6,2,2,6,5,13,8,4,6,1,5,2,26,4,10,6,5,3,7,0,9,10,5,7,5,2,5,2,1,3,5,2,6,11,5
1848,Array_2,2,3,4,0,3,6,2,4,3,1,1,6,4,2,4,3,4,0,3,6,1,2,2,0,4,2,4,3,2,2,2,1,1,2,2,0,2,3,0,3,3,0,1,1,0,3,3,8,2,2,4,2,13,13,14,10,1,1,3,5,12,10,0,14,10,5,4,2,5,4,5,11,5,1,3,5,3,13,6,7,9,4,5,5,0,4,7,3,13,9,2,2,2,0,3,5,4,3,13,4
1849,Array_2,2,2,5,1,1,1,4,3,2,2,3,3,3,2,7,4,2,2,6,2,1,4,5,1,3,0,7,0,1,3,4,1,4,4,7,2,1,3,3,2,3,4,3,3,1,1,1,8,2,1,1,0,12,9,5,5,0,1,4,1,9,10,0,9,12,5,4,1,4,11,10,5,10,2,1,7,4,12,3,5,9,3,1,10,0,3,7,3,5,9,5,5,1,0,3,2,4,4,13,6
1850,Array_2,6,5,4,4,0,3,4,2,1,2,0,6,2,5,3,0,1,1,1,2,1,5,5,1,5,1,1,4,3,6,1,3,1,5,2,1,0,2,4,5,2,5,2,5,0,6,1,12,0,4,1,6,12,9,14,11,1,6,3,6,10,15,1,10,3,3,4,2,2,8,3,3,9,7,0,2,2,16,7,5,11,0,4,7,1,2,13,6,10,12,5,3,0,1,2,6,1,3,9,3
1851,Array_2,2,3,4,1,3,3,5,3,4,3,1,4,6,2,7,1,2,2,3,2,3,3,3,0,2,3,4,5,2,2,4,3,3,4,4,2,3,2,1,4,2,3,6,6,1,0,3,7,0,1,2,3,9,11,8,7,0,4,5,2,4,9,1,12,10,4,5,1,1,5,5,12,5,8,2,3,1,14,2,10,4,3,4,5,0,4,8,4,7,10,3,7,0,0,2,9,4,6,10,4
1852,Array_2,1,5,2,3,2,5,4,4,3,2,3,4,9,1,5,3,4,0,6,4,3,5,3,1,2,4,3,0,2,5,4,1,2,2,3,0,0,1,2,8,3,2,4,3,3,2,6,10,2,1,1,2,9,8,14,10,1,11,1,2,16,10,0,14,15,4,5,1,4,17,9,7,4,3,0,8,6,10,6,5,7,4,3,3,2,3,5,8,7,8,3,5,3,1,6,2,3,6,11,7
1853,Array_2,4,2,4,1,4,2,5,3,3,2,5,6,3,6,6,1,2,2,4,5,4,9,4,2,7,2,5,2,3,2,2,4,2,0,1,5,6,6,2,6,1,0,5,4,0,3,5,19,0,4,2,5,15,7,16,12,2,5,3,3,11,14,0,13,12,3,7,0,4,9,10,8,5,5,2,5,4,16,3,7,7,3,4,5,2,5,13,4,12,10,3,2,1,0,5,3,3,3,9,1
1854,Array_2,7,3,1,0,3,3,3,2,2,1,4,3,5,1,5,2,5,1,5,2,4,5,0,2,4,0,0,4,5,1,3,4,1,3,5,4,3,0,2,4,2,5,2,7,0,1,3,11,1,3,2,5,9,10,11,14,1,1,2,4,9,13,0,8,10,5,7,0,0,5,9,6,6,7,2,6,6,14,1,9,7,5,6,8,1,6,6,1,11,9,4,2,5,0,4,2,3,4,10,4
1855,Array_2,2,5,4,2,0,1,3,4,2,1,3,3,2,7,8,6,3,1,4,4,2,4,5,0,3,3,4,2,2,5,2,4,6,4,5,4,1,3,3,3,4,5,3,3,1,2,3,16,1,4,6,4,10,7,14,9,1,3,3,4,11,9,0,17,15,4,3,2,7,10,7,14,3,8,2,5,3,21,6,7,10,3,2,6,1,3,9,3,6,6,2,8,2,0,3,5,2,7,8,4
1856,Array_2,7,6,1,2,0,2,3,0,1,5,1,4,1,5,4,1,8,0,2,4,3,4,6,2,5,0,1,2,6,3,4,3,3,1,2,5,1,1,0,8,2,3,2,4,0,0,4,10,0,4,1,4,10,15,9,10,0,4,0,2,11,9,1,10,13,2,7,1,3,7,10,8,5,7,2,7,5,17,3,7,10,5,3,6,1,3,9,6,9,9,4,8,4,1,2,3,6,3,5,4
1857,Array_2,2,6,4,4,3,2,3,3,5,4,1,5,1,3,6,4,4,1,3,3,2,4,1,7,4,5,5,2,4,5,3,2,0,4,2,3,1,0,5,3,4,0,2,2,1,3,1,11,1,4,2,5,15,7,11,5,0,4,2,0,8,7,0,12,11,3,2,1,7,9,9,3,8,2,0,4,2,12,4,8,5,5,4,7,2,5,8,3,5,8,2,6,1,0,5,2,2,5,13,2
1858,Array_2,3,1,1,3,4,4,3,7,1,1,2,1,3,4,9,2,2,1,5,3,2,1,1,3,4,0,1,3,3,6,0,6,3,5,2,4,1,1,2,6,3,1,3,4,0,3,2,14,0,1,4,3,15,12,10,10,0,4,0,2,9,8,0,11,11,6,7,2,8,5,8,14,10,5,4,6,3,14,5,8,6,5,1,8,2,3,3,5,7,10,6,4,0,0,1,0,0,2,15,4
1859,Array_2,2,8,2,3,2,2,2,1,3,1,2,7,3,2,5,2,3,1,7,3,4,4,0,2,5,6,7,1,2,6,5,2,1,1,2,4,0,4,4,3,3,7,5,6,0,4,2,7,0,3,5,3,13,12,6,10,0,6,2,1,12,19,0,11,12,2,6,0,9,5,7,6,7,6,3,4,0,10,2,9,4,2,3,5,1,5,9,2,15,14,4,9,2,0,1,4,1,4,10,4
1860,Array_2,5,2,4,1,5,3,4,3,4,0,1,3,4,3,9,3,1,1,3,7,2,4,4,3,4,3,5,1,2,1,5,1,1,5,2,3,3,2,1,6,2,2,3,6,1,0,5,16,0,1,3,2,9,5,12,11,0,4,0,3,14,10,1,10,13,5,3,1,9,9,13,7,5,8,2,5,7,16,5,10,5,4,3,10,0,3,6,4,11,8,5,11,6,1,2,3,2,3,9,6
1861,Array_2,3,5,2,0,4,5,3,2,1,2,1,3,4,3,4,3,3,0,5,2,6,8,2,2,2,0,5,3,4,1,5,3,0,2,2,3,4,3,0,2,1,3,5,4,1,4,1,8,3,2,0,0,17,7,16,7,0,6,0,3,13,3,0,11,6,3,4,0,5,9,10,7,9,5,2,6,4,14,4,7,3,0,2,9,0,7,11,5,13,10,4,6,2,1,1,1,0,5,15,6
1862,Array_2,4,4,1,5,1,3,6,4,1,0,6,1,4,3,2,3,5,1,2,3,2,6,5,2,4,1,3,2,5,1,2,3,3,7,7,2,1,0,0,4,1,2,7,5,0,1,5,6,2,9,1,2,10,5,7,6,0,4,4,4,13,11,1,8,13,6,6,0,7,13,5,6,11,1,1,3,2,17,4,7,6,2,2,9,0,1,10,5,11,10,3,4,3,0,3,3,4,4,14,2
1863,Array_2,2,5,2,2,1,2,8,1,1,1,3,6,5,3,5,5,6,1,1,3,4,5,0,1,8,3,1,5,2,4,4,0,5,1,4,2,4,1,3,2,1,2,4,9,0,4,4,24,5,1,1,0,15,9,9,10,0,2,2,2,10,14,0,12,9,2,3,0,5,6,11,5,3,7,1,1,3,13,6,12,10,1,2,6,0,2,6,1,3,7,1,8,2,0,5,2,4,5,9,4
1864,Array_2,8,5,1,1,3,7,3,5,1,2,1,4,5,4,2,2,5,0,2,0,7,4,3,3,4,1,3,3,4,1,0,2,0,6,2,1,2,2,0,4,3,2,3,6,1,2,4,22,4,4,0,5,20,8,10,5,2,2,1,2,8,16,0,7,9,3,8,1,6,11,7,7,9,4,3,5,7,11,1,7,7,2,2,8,1,1,10,3,2,7,2,1,4,0,4,4,0,3,16,6
1865,Array_2,5,2,4,1,4,3,6,2,4,1,1,1,5,4,2,1,3,0,1,5,3,3,2,1,4,3,5,3,3,7,5,4,0,2,4,2,3,7,1,3,2,1,3,2,0,2,4,15,1,4,2,1,13,5,9,12,3,3,4,6,12,13,1,12,14,2,5,3,3,10,9,9,9,9,4,7,3,12,7,10,1,3,5,9,0,1,8,4,4,12,5,4,3,0,4,1,2,5,17,6
1866,Array_2,3,5,4,4,2,1,3,3,4,1,4,1,3,2,3,3,7,2,3,5,2,5,2,2,2,1,6,3,0,4,3,2,0,3,2,4,2,3,3,5,5,4,2,3,0,0,6,13,1,4,2,3,11,5,12,10,2,2,1,4,18,10,0,15,11,0,9,1,5,5,5,10,9,8,1,4,1,11,6,14,5,2,5,8,0,5,7,3,5,7,4,8,1,0,3,3,5,3,5,2
1867,Array_2,2,5,1,1,1,7,3,6,1,6,2,4,5,6,1,1,5,0,3,2,2,8,3,3,6,1,7,0,8,3,4,1,2,1,2,0,0,1,2,4,6,1,2,3,1,0,2,9,3,3,7,5,16,4,9,7,1,3,3,4,9,13,2,13,10,4,3,0,5,10,6,5,5,7,1,8,2,15,3,8,13,5,2,3,1,9,7,4,11,4,2,7,1,0,4,6,3,7,9,1
1868,Array_2,1,0,6,2,0,1,2,2,2,3,1,7,3,4,4,1,4,0,5,6,3,7,5,1,0,2,4,5,2,5,3,5,3,2,1,4,0,1,1,4,4,3,4,4,1,2,2,13,3,4,2,1,8,6,3,11,2,2,6,3,9,15,0,17,10,2,4,0,6,8,7,7,8,10,2,2,1,13,4,10,5,2,1,5,1,4,12,3,6,11,5,7,3,0,7,2,2,3,10,3
1869,Array_2,3,1,6,2,4,2,3,2,3,2,3,2,3,4,7,2,5,3,3,2,1,6,3,4,3,3,7,2,3,5,3,3,1,3,3,6,2,0,2,6,5,3,2,3,0,1,1,10,1,2,4,3,11,9,12,8,1,4,2,4,10,14,0,17,9,4,6,2,7,8,5,10,6,5,4,9,0,18,7,6,2,2,5,5,2,4,6,4,7,9,5,4,0,0,4,2,3,5,10,3
1870,Array_2,1,3,4,2,2,4,1,2,5,0,2,2,3,4,1,1,1,1,6,4,6,2,2,1,5,2,2,3,2,2,2,2,2,3,4,3,1,1,3,5,0,4,7,3,0,7,2,13,1,2,2,3,7,13,13,12,0,5,1,4,11,11,0,13,16,4,3,2,10,9,12,8,9,5,3,8,10,17,7,6,8,5,1,12,3,6,10,1,4,12,1,4,1,0,4,0,2,3,14,5
1871,Array_2,4,2,3,1,1,2,3,0,3,0,3,2,2,3,7,2,2,1,1,2,1,5,3,1,3,1,2,1,1,5,3,2,5,1,2,2,0,2,3,3,2,0,3,4,1,1,1,7,3,3,1,3,5,4,3,10,1,1,1,6,12,10,2,12,7,4,2,2,6,4,11,16,7,7,3,10,2,18,4,7,11,7,1,9,2,2,9,5,18,5,5,4,0,0,2,4,2,3,11,4
1872,Array_2,4,8,1,1,1,2,5,5,3,1,1,8,1,4,7,4,3,0,5,3,2,6,4,2,3,1,1,3,4,2,5,0,2,2,1,1,4,5,4,4,3,1,2,0,0,2,2,17,2,4,1,5,13,5,16,8,0,3,3,2,7,12,2,10,10,1,4,0,5,9,8,12,5,4,2,8,1,16,7,7,8,4,2,4,1,10,8,0,1,8,4,4,3,0,9,1,3,6,8,4
1873,Array_2,1,5,0,1,3,3,3,2,3,4,5,2,2,3,4,2,4,1,3,5,4,7,0,5,2,2,4,4,0,4,3,5,3,4,5,2,3,1,3,4,3,1,5,7,0,1,5,10,0,0,2,2,10,10,5,7,1,4,2,2,4,12,1,10,10,0,5,1,9,7,18,10,2,9,1,3,4,12,3,6,7,5,5,4,0,1,5,2,5,11,3,6,1,0,6,2,4,3,14,6
1874,Array_2,11,3,1,3,4,4,6,3,4,1,2,3,5,5,5,3,5,0,6,3,3,3,0,3,1,2,1,4,1,7,3,0,0,2,4,5,1,2,3,3,5,0,7,2,1,0,8,10,0,2,5,4,5,8,10,4,2,3,2,3,9,9,0,16,12,4,3,0,4,9,7,13,8,5,5,5,2,15,6,5,3,2,0,7,2,7,14,1,4,8,5,3,0,0,2,5,4,4,12,5
1875,Array_2,5,3,3,0,3,2,5,6,1,3,5,2,2,1,5,3,4,1,4,0,5,6,3,0,1,1,5,3,3,3,0,4,1,4,2,1,4,1,2,1,2,2,4,3,0,1,4,10,0,3,2,3,11,8,7,15,2,3,3,1,11,9,0,7,7,3,4,1,10,8,5,8,4,3,0,2,3,12,2,11,4,4,4,6,0,3,6,5,10,5,4,2,2,0,3,4,4,3,17,5
1876,Array_2,4,7,4,2,5,3,3,2,4,1,2,5,4,3,3,1,4,1,3,4,3,3,1,0,4,2,2,2,4,2,2,1,2,3,2,4,6,0,6,4,5,3,4,1,2,3,6,15,1,4,1,3,13,6,11,13,1,7,4,5,10,5,0,17,12,4,7,2,4,13,6,9,6,6,1,6,4,18,3,5,7,3,0,8,0,4,7,5,5,8,3,3,1,0,2,8,4,3,14,2
1877,Array_2,4,9,1,2,3,0,5,4,2,4,0,2,3,4,3,3,3,2,1,3,5,4,1,3,1,9,3,4,2,0,3,2,4,6,1,3,0,1,1,6,4,0,3,3,0,1,2,13,0,3,3,5,14,8,6,11,0,4,2,6,12,7,0,14,13,5,5,2,2,8,6,9,3,9,2,8,5,13,4,5,8,3,2,10,0,6,11,7,6,11,2,3,4,0,4,3,3,6,13,1
1878,Array_2,7,5,4,2,3,1,5,2,5,4,0,3,3,3,2,2,2,2,1,3,1,7,2,2,2,2,4,7,3,4,1,3,3,2,3,1,0,0,1,2,1,4,5,4,2,4,1,17,1,5,2,3,11,9,10,16,0,4,4,3,12,8,2,6,19,4,2,0,6,9,7,11,8,4,2,8,4,12,8,5,13,8,3,3,0,6,7,5,4,10,4,4,1,1,4,2,1,6,11,5
1879,Array_2,1,10,1,5,4,5,4,1,3,3,3,3,3,4,3,3,4,1,6,2,6,6,3,4,3,2,2,2,0,3,3,1,1,1,1,3,2,3,1,5,0,4,2,4,0,1,2,11,2,2,6,6,12,9,14,7,1,5,3,5,7,10,2,11,14,4,5,1,4,4,12,13,2,9,2,8,2,20,0,5,8,3,2,8,1,4,11,2,9,8,7,4,1,0,6,3,2,0,7,1
1880,Array_2,4,5,2,1,3,1,4,1,3,4,3,3,2,2,3,5,1,1,0,1,2,3,2,2,6,7,3,1,0,5,6,4,3,3,1,3,0,0,2,1,1,4,5,3,0,2,5,15,0,6,4,4,14,14,8,6,1,3,3,6,8,10,0,10,8,4,8,4,4,7,9,13,5,7,2,6,3,8,2,8,11,5,1,8,0,3,12,4,5,7,3,1,1,1,7,0,2,0,8,3
1881,Array_2,7,4,3,2,4,2,5,6,1,1,0,5,5,4,2,2,4,1,2,2,4,6,5,2,4,4,3,3,6,3,5,1,2,1,3,6,2,1,1,2,3,2,2,3,1,2,4,13,1,1,3,2,17,13,9,3,1,2,2,5,11,18,0,16,11,6,11,2,3,6,5,5,7,6,0,6,5,24,4,4,5,4,6,3,1,5,10,3,10,5,5,3,2,0,6,3,2,6,9,3
1882,Array_2,4,9,2,2,4,2,1,0,2,2,3,4,9,4,7,1,4,0,6,5,4,6,5,4,4,3,5,1,4,5,4,1,6,0,5,5,1,1,0,3,3,0,2,4,0,2,3,15,3,5,4,5,8,4,9,8,0,2,2,2,9,6,0,10,11,4,3,1,9,5,6,5,1,4,2,6,5,13,7,7,4,0,2,5,0,1,3,1,4,8,5,6,2,0,5,1,1,5,13,3
1883,Array_2,4,3,3,2,4,3,7,2,3,6,2,5,2,3,9,1,3,2,3,4,3,1,2,3,6,1,5,5,3,5,2,2,7,6,3,3,1,1,4,7,5,5,8,5,1,3,2,13,0,3,2,3,9,6,11,11,1,2,8,2,12,13,0,11,11,3,3,0,3,7,8,4,5,8,0,2,4,19,4,10,6,6,3,8,2,0,8,5,7,9,3,5,3,1,2,0,2,4,10,3
1884,Array_2,3,2,2,1,3,1,1,2,1,5,4,5,4,2,5,5,4,1,4,4,2,2,1,2,6,2,10,3,4,5,2,2,2,4,1,3,0,4,3,6,4,3,3,6,1,4,3,10,1,1,1,1,14,9,11,7,0,2,2,0,9,12,0,13,14,4,4,1,7,6,6,10,8,4,2,5,3,13,2,6,5,1,1,5,2,5,9,3,9,12,2,6,2,0,1,4,1,4,6,10
1885,Array_2,7,6,4,1,1,4,3,3,2,2,3,0,1,3,4,6,3,1,2,4,2,4,2,0,3,2,4,1,1,3,2,6,2,4,2,1,0,2,2,4,5,2,2,7,1,3,2,8,1,3,2,2,10,6,13,10,3,4,1,1,14,10,0,11,7,3,11,5,4,8,12,4,1,5,3,1,3,14,5,7,7,4,0,8,2,1,10,6,7,6,3,1,1,1,3,5,2,2,9,3
1886,Array_2,3,1,2,3,5,0,3,2,4,9,2,0,2,4,7,6,4,1,1,5,4,10,4,6,5,0,3,1,2,7,2,1,4,2,5,2,1,5,2,3,2,3,3,1,1,3,4,8,3,1,1,3,8,5,13,8,1,5,1,2,10,9,0,10,15,1,9,1,8,5,11,12,2,10,0,2,0,19,7,8,10,1,2,2,1,5,11,2,10,9,5,5,2,1,4,5,2,3,14,5
1887,Array_2,4,9,4,1,3,2,1,0,2,1,1,7,1,2,5,0,0,1,7,6,6,7,1,6,6,6,6,2,4,5,4,2,0,4,6,1,2,0,3,4,0,0,4,3,0,1,1,9,0,7,0,7,11,5,9,13,1,2,3,4,12,17,0,8,10,4,0,0,9,11,12,10,3,5,3,3,3,9,4,9,8,3,2,0,0,2,7,0,7,8,1,2,2,0,4,3,1,5,12,2
1888,Array_2,5,5,3,0,1,3,5,1,4,2,1,5,4,4,6,4,5,3,4,8,4,8,7,2,5,3,5,4,2,1,5,2,3,6,8,4,1,1,3,2,1,4,4,5,1,5,3,10,1,3,4,1,9,7,5,8,0,6,1,2,10,11,1,9,9,2,7,1,7,7,7,7,6,6,3,5,6,14,4,6,4,3,3,5,1,1,8,7,8,10,3,1,1,0,1,6,1,5,10,5
1889,Array_2,1,6,2,0,2,4,5,2,0,0,5,5,3,2,3,5,2,0,3,3,3,6,4,3,5,4,3,2,5,2,1,3,0,1,2,1,1,2,1,1,2,3,3,1,1,2,8,17,0,3,0,3,12,5,13,11,1,5,5,2,12,11,0,15,7,1,7,2,6,5,4,9,7,6,4,3,5,19,5,9,5,3,3,9,0,1,7,3,5,14,4,4,0,0,4,7,2,7,19,5
1890,Array_2,5,6,1,2,0,3,5,3,5,4,2,6,3,4,3,6,2,0,3,8,5,4,2,2,2,0,2,2,3,2,2,1,4,1,1,8,0,3,0,4,4,1,1,2,1,2,2,12,1,4,3,2,9,4,9,7,0,1,5,6,5,9,2,10,10,5,5,0,6,5,4,12,3,9,1,6,5,4,3,9,8,6,3,4,1,4,6,6,3,8,6,7,2,0,4,5,1,5,10,6
1891,Array_2,1,5,2,2,2,2,6,5,4,2,0,5,2,1,8,3,3,0,6,3,4,1,3,2,3,1,4,1,4,1,4,4,2,0,2,3,3,2,4,2,1,3,5,4,0,1,3,11,0,1,2,5,11,14,12,9,1,4,3,2,6,7,0,11,17,4,5,2,4,7,5,8,6,11,1,8,3,15,5,9,5,2,0,6,0,3,9,4,13,8,5,10,1,0,3,3,3,3,15,2
1892,Array_2,1,8,3,0,2,2,6,2,1,4,3,5,2,2,4,1,8,1,3,1,5,0,4,3,3,4,3,2,3,2,4,1,2,3,1,3,0,1,2,8,2,2,1,6,2,1,3,14,2,2,2,1,12,9,9,9,1,4,2,2,10,11,1,11,8,4,3,1,5,5,12,6,3,9,1,4,4,17,5,9,5,5,1,3,1,2,13,5,7,6,5,3,0,0,3,4,0,5,7,1
1893,Array_2,0,2,3,1,2,4,2,3,0,0,3,3,2,3,7,3,2,1,0,2,6,5,2,2,4,1,3,2,3,0,2,1,4,2,4,6,1,2,3,2,4,6,6,4,0,0,2,20,0,4,2,3,9,9,15,9,1,3,2,6,8,13,0,17,9,7,4,0,5,9,5,7,5,5,2,10,2,6,8,5,9,5,0,10,1,7,12,3,6,12,3,6,1,0,3,4,3,8,14,5
1894,Array_2,3,8,4,2,2,3,8,3,1,3,3,1,4,8,8,3,11,1,3,3,2,5,7,1,1,1,2,0,2,1,3,6,2,2,5,3,0,2,3,5,3,2,5,2,1,5,3,13,0,6,4,4,14,11,2,11,2,5,5,4,8,11,1,15,10,5,4,1,6,6,13,5,4,3,2,5,4,15,2,8,11,5,2,5,2,7,6,7,9,9,2,8,3,0,7,2,4,5,16,1
1895,Array_2,6,5,3,0,1,2,1,4,1,3,3,5,3,4,10,3,5,0,7,2,4,6,1,4,5,2,3,2,3,4,4,6,0,5,7,6,0,0,3,8,3,2,4,5,2,3,6,9,2,5,2,1,9,7,3,11,1,2,0,5,12,8,0,12,9,2,4,1,7,4,8,12,4,6,2,4,2,16,5,7,5,3,0,4,2,2,9,2,6,14,4,8,2,1,3,4,3,6,8,2
1896,Array_2,3,2,2,2,3,1,4,1,3,1,2,2,4,5,5,5,2,1,2,4,2,8,3,4,4,4,3,1,2,5,4,3,2,3,3,5,1,0,0,2,2,3,5,4,0,2,1,13,2,6,2,1,4,8,15,5,0,0,0,9,12,7,1,5,14,4,7,0,3,11,6,7,5,7,1,4,6,16,3,4,12,6,4,7,0,4,6,3,9,9,2,3,1,1,3,7,3,4,12,7
1897,Array_2,5,5,2,3,6,4,3,3,5,0,2,3,4,4,8,0,4,3,3,3,4,2,2,3,2,0,8,1,4,2,0,4,1,1,4,5,3,2,3,6,3,3,7,6,0,2,5,17,3,3,4,4,7,13,11,13,0,2,0,1,11,10,0,12,6,4,6,2,4,7,5,9,4,7,0,2,6,14,4,5,12,3,2,8,0,0,6,8,10,6,5,1,1,0,4,2,3,6,8,5
